id	title	kampfhandlungen	militaerische-unterstuetzung	verhandlungen	humanitaer-klima	humanitaer-hunger	humanitaer-krankheiten	humanitaer-flucht	humanitaer_Hilfe	wirtschaft
362	Vorsichtige Hoffnung auf eine Waffenruhe im Jemen	1	0	1	0	0	1	0	0	0
363	Hotel im Jemen getroffen	1	0	0	0	0	0	0	0	0
364	Immer mehr zivile Opfer im Jemen	4	0	0	0	0	0	0	0	0
365	Tote bei Anschlag in Jemen	3	0	0	0	0	0	0	0	0
366	Viele Tote bei Anschlag auf Moschee	4	0	0	0	0	0	0	0	0
367	Abermals Luftangriffe auf Sanaa	2	0	0	0	0	0	0	0	0
369	Ministerpräsident kehrt aus dem Exil zurück	2	0	0	0	0	0	0	0	0
370	UN: Gespräche über Jemen	1	0	1	0	0	0	0	0	0
371	Ägyptische Soldaten im Jemen	0	5	0	0	0	0	0	0	0
372	Qatar verlegt Truppen in den Jemen	1	2	0	0	0	0	0	0	0
373	Luftangriffe im Jemen	2	0	0	0	0	0	0	0	0
374	Vater von gefallenem Soldaten kritisiert Trumps Einsatzbefehl scharf	2	1	0	0	0	0	0	0	0
375	Trump greift McCain an	1	1	0	0	1	0	0	0	0
376	Jemen beschränkt Militäreinsätze	0	2	0	0	1	0	0	0	0
377	Auch das noch	1	0	0	0	0	1	0	0	0
378	Im Regen	0	0	0	3	0	0	0	1	0
379	Eine Front  weniger in Jemen	1	1	1	0	0	0	0	0	0
380	Pakt in Jemen	0	0	1	0	0	0	0	0	0
381	Angriffe in Jemen	4	0	0	0	1	0	0	0	0
382	Riad greift Ziele  in Jemen an	3	0	0	0	1	0	0	0	0
384	Ewiger  Störenfried	0	0	1	0	0	0	0	0	0
385	Jemen	0	0	0	0	1	1	0	0	0
386	Mehr als 40 Tote bei  Anschlagsserie im Jemen	5	0	0	0	0	0	0	0	0
387	Verschleiern statt ermitteln	0	0	1	0	0	0	0	0	0
388	USA machen Druck  auf Saudi-Arabien	1	0	1	0	0	0	0	0	0
389	Jemen vor Hungersnot	0	0	0	0	0	1	0	0	0
390	Hungersnot in Jemen: Welche Hilfe ist nötig?	0	0	1	0	0	0	0	0	0
391	Hungersnot könnte bald 14 Millionen Menschen treffen	1	0	0	0	1	0	0	1	0
393	Schutz  der Lebensader	0	1	1	0	0	0	0	0	0
394	Große Not in Jemen	0	0	0	0	0	1	0	0	0
395	"""Jemen ist eine Hölle auf Erden für Kinder"""	1	0	1	0	0	0	0	0	0
396	Zehntausende Opfer in Jemen	2	0	2	0	0	1	0	0	0
397	Erster Hoffnungsschimmer	1	0	2	0	0	0	0	0	0
398	Viele Kriegsgefangene   in Jemen kommen frei	0	0	4	0	0	0	0	0	0
399	Regierung und Rebellen in Jemen tauschen Hunderte Gefangene aus	0	0	2	0	0	0	0	0	0
400	Eine Regierung, aber kein Frieden	0	0	1	0	0	0	0	0	0
401	Ein erster Schritt	1	0	1	0	0	0	0	0	0
402	Funkverbindung über Deutschland	1	0	0	0	0	0	0	0	0
403	Biden will den Bürgerkrieg beenden	1	2	1	0	0	0	0	0	0
404	Neuer Golfkurs ohne Trump	0	2	0	0	0	0	0	0	0
405	Bidens erster Schritt	1	1	0	0	0	0	0	0	0
406	Pompeos Sabotage	0	0	0	0	3	0	0	0	0
407	Pompeos Sabotage	1	0	0	0	3	0	0	0	0
408	Terror auf dem Rollfeld	2	0	0	0	0	0	0	0	0
409	Viele Tote nach  Explosion in Jemen	4	0	1	0	0	0	0	0	0
410	Terror auf dem Rollfeld	3	0	1	0	1	0	0	0	0
411	Schwere Explosion am Flughafen von Aden	2	0	0	0	0	0	0	0	1
412	Eine Regierung, aber kein Frieden	1	0	1	0	0	0	0	0	0
413	Nur ein erster Schritt	0	0	1	0	0	0	0	0	0
414	Leise Hoffnung, mal wieder	0	0	2	0	0	0	0	0	0
416	Jemens Präsident Hadi überträgt seine Befugnisse an neuen Präsidialrat	2	0	1	0	0	0	0	0	0
417	Mehr als zwei Millionen Kinder in Jemen unterernährt	0	0	0	0	0	0	0	2	0
418	Hunderte Millionen Euro  Nothilfe für Jemen	0	0	1	0	1	0	0	1	0
419	Mehr Munition als Nahrung	0	0	0	0	3	0	1	0	0
420	Fast 500 000 Kinder in Jemen in akuter Gefahr	0	0	0	0	2	1	0	1	0
421	UN: Waffenruhe im Jemen	2	0	1	0	0	0	0	0	0
422	"USA töten bei Luftangriff ""Dutzende"" Al-Qaida-Kämpfer im Jemen"	7	0	0	0	0	0	0	0	0
424	Gefälschte Facebook-Seite verkündet Einheitsregierung in Jemen	0	1	2	0	0	0	0	0	0
425	Zivilisten im Fadenkreuz	2	0	0	0	0	0	0	0	0
426	Tote bei Luftangriff in Jemen	2	1	0	0	0	0	0	0	1
427	Dutzende Tote in Jemen	3	0	0	0	0	0	0	0	0
428	Zivilisten sterben bei US-Angriff auf al-Qaida in Jemen	7	0	0	0	1	0	0	0	0
429	Katjuschas auf  das Königreich	2	0	0	0	0	0	0	0	0
430	Tote bei Gefechten in Jemen	3	2	0	0	0	0	0	0	0
431	Jemen - der verarmte Hinterhof	1	0	0	0	0	0	0	1	0
434	Ayatollahs  gegen Könige	0	0	1	0	0	0	0	0	0
435	Waffenruhe in Jemen beendet	0	0	2	0	0	0	0	0	0
436	Waffenruhe in Jemen brüchig	1	0	2	0	0	0	0	0	0
437	Viele Tote in Jemen	3	0	0	0	0	0	0	0	0
438	Arabiens Ärmste	0	1	0	0	1	0	0	1	0
439	Jemens Exilregierung vermeldet Rückeroberung von Aden	3	0	1	0	0	0	0	0	0
440	Nadelstreifen   oder Krummdolch	0	1	0	0	0	0	0	0	0
441	1200 Häftlinge aus Gefängnis in Jemen befreit	2	0	1	0	0	0	0	0	0
442	Tod des Geschäftsführers	3	0	0	0	0	0	0	0	0
443	CIA tötet al-Qaidas Nummer zwei	3	0	0	0	0	0	0	0	0
444	Ein Kampfschiff nach Kairo	0	2	0	0	0	0	0	0	0
445	Huthi-Rebellen ziehen sich aus wichtigem Hafen zurück	0	0	2	0	0	0	0	0	0
446	UN-Beobachter für Jemen	1	0	0	0	0	0	0	0	0
447	Waffenruhe in Jemen hält	0	1	3	0	0	0	0	0	0
448	Waffenruhe hält	2	0	1	0	0	0	0	0	0
449	Kämpfe im Jemen	4	0	1	0	0	0	0	0	0
450	US-Senat stellt sich offen gegen Saudi-Arabien	0	2	0	0	0	0	0	0	0
451	Waffenruhe für wichtige  Hafenstadt in Jemen	0	0	3	0	0	0	0	1	0
452	Geduldsprobe	0	0	0	0	1	0	0	0	0
453	Kriegsverbrechen im Jemen	2	0	1	0	0	0	0	0	0
454	"Bröckelndes Bündnis der  arabischen ""Brüdernationen"""	1	0	1	0	0	0	0	0	0
455	Angriff in Jemen	2	0	0	0	0	0	0	0	0
457	Das Bündnis von Präsident Hadi ist zerbrochen	1	0	0	0	0	0	0	0	0
458	Ringen um Lösung für Jemen	0	0	2	0	0	0	0	0	0
459	Mehr Rüstungsexporte	0	2	0	0	0	0	0	1	0
462	Regierung prüft Evakuierungs-Einsatz der Bundeswehr	0	1	0	0	0	0	0	0	0
463	Saudische Luftwaffe bombardiert Militärakademie im Jemen	3	0	0	0	0	1	0	0	0
464	Stellvertreterkrieg am Golf von Aden	2	2	0	0	0	0	0	0	0
465	Zivilisten in der Falle	1	0	0	0	0	0	0	0	0
466	Der Zerfall eines Landes, eine Frage der Zeit	0	1	1	0	0	0	0	0	0
467	UN-Sicherheitsrat vertagt Resolution zu Feuerpause	1	0	1	0	0	0	0	0	0
468	Rotes Kreuz befürchtet humanitäre Katastrophe	1	0	1	0	0	0	0	0	0
470	Tote bei Angriffen in Jemen	4	0	0	0	0	0	0	0	0
471	Al-Qaida-Kämpfer befreien 300 Häftlinge	3	0	1	0	0	0	0	0	0
472	Mindestens 29 Tote bei Angriff auf Molkerei	3	1	0	0	0	0	0	0	0
473	USA liefern wieder Kampfjets an Ägypten	0	3	0	0	0	0	0	1	0
474	1400 Kinder in Jemen getötet	2	0	0	0	0	0	0	0	0
475	Dutzende Soldaten sterben bei Selbstmordanschlag in Jemen	4	1	0	0	0	0	0	0	0
476	Hungersnot bedroht Jemen	0	0	1	0	0	0	0	0	0
477	USA liefern Waffen  an Saudis nicht aus	1	1	0	0	0	0	0	0	0
478	Zündstoff	0	1	0	0	0	0	0	1	0
479	Die Katar-Connection	0	2	0	0	0	0	0	1	0
480	Jemen bittet Vereinte Nationen um Bodentruppen	1	1	0	0	0	0	0	1	0
481	Fremde Truppen in Jemen	2	0	0	0	0	0	0	0	0
482	Fremde Truppen  betreten Jemen	1	0	0	0	0	0	0	0	0
483	"Menschenrechtler werfen Saudis Einsatz von Streubomben
im Jemen vor"	4	1	0	0	0	0	0	0	0
484	Zwischen Sturm und Hoffnung	0	0	0	1	0	0	0	0	0
485	Gestolpert im Hinterhof	0	1	0	0	0	0	0	1	0
486	Jemen-Einsatz beendet	2	0	0	0	0	0	0	0	0
487	Saudi-Arabien bombardiert wieder Huthi-Stellungen in Jemen	3	1	0	1	0	0	0	0	0
488	Arabische Militärkoalition beendet Luftangriffe auf Jemen	2	0	0	0	0	0	0	0	0
489	USA entsenden Kriegsschiffe in Richtung Jemen	1	0	0	0	0	0	0	0	0
490	Das Leiden wird schlimmer	1	0	0	0	1	0	0	0	0
492	Iran fordert Ende der saudischen Militärangriffe	1	0	0	0	0	0	0	0	0
493	UN bestrafen Huthis in Jemen	1	0	0	0	2	0	0	0	0
494	UN-Sonderbotschafter für Jemen wirft hin	1	0	0	0	0	0	0	0	0
496	Die anderen Hilfesuchenden	1	0	0	0	0	0	2	0	0
497	Huthi lassen Drohnen sprechen	4	0	1	0	0	0	0	1	0
498	Noch mehr Hunger droht	0	0	1	0	0	0	0	0	0
499	Noch mehr Hunger droht	2	0	1	0	1	0	0	0	0
500	Drohnen statt Kompromisse	5	0	0	0	0	0	0	0	0
501	45 Tote bei Luftangriff	3	0	0	0	0	0	1	0	0
502	Arabische Liga beschließt Gründung gemeinsamer Eingreiftruppe	2	1	0	0	0	0	0	0	0
503	Menschen fliehen aus Sanaa	4	0	0	0	0	0	0	0	0
505	Jemen-Krise macht Öl wieder teurer	0	0	0	0	0	0	0	0	1
506	Aufräumen  im Hinterhof	1	0	0	0	0	0	0	1	0
507	Unglückliches Arabien	1	0	0	0	0	0	0	0	0
508	Saudi-Arabien greift in Jemen ein	1	1	0	0	0	0	0	0	0
509	Menschen fliehen aus Sanaa	3	0	0	0	0	0	0	0	0
512	Jemen versinkt im Bürgerkrieg	1	0	0	0	0	0	0	0	0
514	Saudi-Arabien greift ein	1	1	0	0	0	0	0	0	0
516	Saudi-Arabien bombardiert Huthi-Rebellen im Jemen	2	0	0	0	0	0	0	0	0
517	UN wollen in Jemen schlichten	0	0	1	0	0	0	0	0	0
518	Stellvertreterkrieg in Arabiens Armenhaus	2	1	0	0	1	0	0	0	0
521	Luftangriff auf Präsidentenpalast im Jemen	2	0	0	0	0	0	0	0	0
522	Ende  des Schlangentänzers	2	1	0	0	0	0	0	0	0
523	Auch die Hoffnung ist gestorben	1	0	0	0	0	0	0	0	0
527	Der Kampf um die eigene Identität	0	0	0	0	0	0	0	0	1
528	Drohnen auf das Palmenidyll	1	0	0	0	0	0	0	0	0
529	Attacke auf Rekruten	3	0	0	0	0	0	0	0	0
530	Dutzende Tote nach  Terroranschlag in Jemen	4	0	0	0	0	0	0	0	0
531	Fast 3800 Opfer in Jemenkrieg	2	0	1	0	0	0	0	0	0
532	Ärzte verlassen Jemen	0	0	0	0	0	2	0	0	0
533	"""Ärzte ohne Grenzen"" zieht sich aus dem Norden Jemens zurück"	2	0	0	0	0	0	0	0	0
534	Mindestens elf Tote bei Luftangriff auf Krankenhaus in Jemen	4	0	0	0	0	1	0	0	0
535	Der Krieg in Jemen flammt wieder auf	3	0	0	0	1	0	0	0	0
536	Krieg in Jemen   flammt wieder auf	4	0	0	0	0	0	0	0	0
537	Versteckspiel der Szene	0	0	1	0	0	0	0	0	0
538	Rüstungsexporte für 400 Millionen Euro an Jemen-Kriegsallianz	1	3	0	0	0	0	0	1	0
539	Land des Misstrauens	1	1	2	0	0	0	0	0	0
540	Befallener Weizen in Jemen	1	0	0	0	3	0	0	0	0
541	Milliarden für Jemen-Hilfe	0	0	1	0	0	0	0	3	0
542	Kriegsparteien vereinbaren Truppenabzug aus Hodeida	0	0	3	0	0	0	0	0	0
543	Das seltsame Duo und die ominöse Privatarmee	0	0	1	0	0	0	0	0	0
544	Jemen: Journalist getötet	1	1	0	0	0	1	0	0	0
545	Warnung vor  einer Hungersnot	0	0	1	0	0	0	0	4	0
546	Verzweifelter Appell	0	0	0	0	1	0	0	3	0
547	Druck ist nötig	0	0	0	0	1	1	0	0	0
548	UN-Generalsekretär  mahnt Hilfe für Jemen an	0	0	0	0	0	0	0	2	0
549	Hilfe für Jemen	1	0	0	0	0	1	0	3	0
550	Geld für Jemen gesucht	1	0	1	0	0	0	0	2	0
551	Um jeden  Preis	0	0	0	0	1	0	0	0	0
552	Deutsche Waffen für Saudi-Arabien	0	2	0	0	0	0	0	0	0
553	Hilfe für Jemen gefordert	0	0	0	0	1	0	0	1	0
554	Gabriel appelliert in  Jemen-Krise an Riad	0	0	0	0	1	0	0	0	0
555	Tote bei Luftangriff in Jemen	3	0	0	0	0	0	0	0	1
556	Schlepper soll Migranten ins Meer gestoßen haben	0	0	0	0	0	0	4	0	0
557	Schlimmste Cholera-Epidemie seit Menschengedenken	1	0	0	0	0	3	0	0	0
559	Bis zum letzten   Reiskorn	0	0	0	0	0	0	0	1	0
560	31 Flüchtlinge vor der Küste Jemens getötet	0	0	0	0	0	0	3	0	0
561	Trump preist getöteten Soldaten - doch Fragen zum Jemen-Einsatz bleiben	1	1	0	0	2	0	0	0	0
562	Fischen im Jemen	0	0	0	0	0	0	0	0	1
563	Zwölf   Kilo	1	1	0	0	1	0	0	0	0
564	Sechs Jahre Tod und Zerstörung	1	0	0	0	0	0	0	0	0
565	Sechs Jahre Tod und Zerstörung	1	0	0	0	0	0	0	0	0
566	Jemen wird zu Saudi-Arabiens Albtraum	1	0	0	0	0	0	0	0	1
567	Der endlose Krieg	2	0	0	0	0	0	0	0	0
568	Jemen wird zu Saudi-Arabiens Albtraum	1	0	0	0	0	0	0	0	1
569	Es fehlt an Dolmetschern	1	0	0	0	0	0	1	0	0
570	Söldnerpläne aus dem Schwarzwald	1	1	0	0	0	0	0	0	0
571	Militärallianz um Saudi-Arabien greift Ziele in Jemen an	3	1	0	0	0	0	0	0	0
572	Zwischen Erzfeinden	1	0	1	0	0	0	0	0	0
573	Marschflugkörper  des kleinen Mannes	3	0	1	0	0	0	0	0	0
575	Franziskus besucht  Vereinigte Emirate	1	0	0	0	0	0	0	0	0
576	Franziskus besucht  Vereinigte Emirate	1	0	0	0	0	0	0	0	0
577	Franziskus besucht  Vereinigte Emirate	1	0	0	0	0	0	0	0	0
578	Franziskus besucht  Vereinigte Emirate	0	0	1	0	0	0	0	0	0
579	Wieder Gespräche in Jemen	0	0	3	0	0	0	0	0	0
580	Riad soll  weiter  warten	0	1	2	0	0	0	0	0	0
581	USA töten Anführer von Al-Qaida-Ableger im Jemen	1	0	0	0	0	0	0	0	0
583	Tragödie  am Tor der Tränen	1	0	0	0	0	0	0	0	0
584	Bundesregierung genehmigt Waffenexporte an Kriegsallianz	2	2	0	0	0	0	0	1	0
585	Waffensysteme  für Saudi-Arabien	1	4	0	0	1	0	0	0	0
586	Jemen-Gespräche gescheitert	0	0	4	0	0	0	0	0	0
587	Jemen-Konferenz gefährdet	0	1	3	0	0	0	0	0	0
588	Jemen-Gespräche beginnen	0	0	6	0	0	0	0	0	0
589	Jemens Armee  vertreibt Huthis	3	1	0	0	0	0	0	0	0
590	Versorgung unter Beschuss	1	0	0	0	1	0	0	1	0
591	Angriff auf die Lebensader	1	0	0	0	1	0	0	0	0
593	Unglück vor Jemens Küste	0	0	0	0	0	0	2	0	0
594	In Jemen droht die Katastrophe	2	0	0	0	1	0	0	0	0
595	Zwölf Kilo	0	1	0	0	2	0	0	0	0
596	Saudische Initiative für Jemen	1	0	2	0	0	0	0	0	0
597	Mindestens 80 Menschen sterben bei Brand in Flüchtlingslager	0	0	0	0	0	0	5	0	0
598	Eine Schande	0	0	0	0	0	0	0	2	0
599	Eine Schande	0	0	0	0	0	0	0	2	0
600	Wenig Spenden für Jemen	0	1	0	0	0	0	0	1	0
601	Zwischen Leben und Tod	0	1	0	0	0	1	0	1	0
602	Leben am  Abgrund	0	1	0	0	0	0	0	1	0
603	Hilfe für Hungerleidende	1	0	0	0	1	0	0	2	0
604	Zwischen Leben und Tod	0	1	1	0	0	1	0	1	0
605	Hilfe für Hungerleidende	0	0	0	0	2	0	0	2	0
606	Schlacht der  Entscheidung	2	0	1	0	0	0	0	0	0
607	Schlacht der Entscheidung	2	1	1	0	0	0	0	0	0
608	Schwere Kämpfe verschlimmern humanitäre Krise in Jemen	1	0	0	0	0	0	1	1	0
609	Neukalibrierung in Nahost	0	1	0	0	0	0	0	0	0
610	Jemen verliert 20 Jahre	0	0	0	0	0	0	0	1	0
611	Kongress will US-Militärhilfe im Jemen beenden - Trump legt Veto ein	0	4	0	0	0	0	0	0	0
612	"Im Jemen-Krieg werden  ""Tornados"" eingesetzt"	1	1	0	0	0	0	0	1	0
613	Deutsche Beobachter in Jemen	2	0	0	0	0	0	0	1	0
615	Deutschland will Beobachter nach Jemen schicken	0	1	1	0	0	0	0	0	0
616	Berlin sagt Jemen Hilfe zu	0	1	4	0	0	0	0	0	0
617	Angriff  auf Hochzeitsfeier	5	0	0	0	0	0	0	0	0
618	"Mindestens 130 tote Zivilisten bei Angriff auf Hochzeitsfeier
im Jemen"	3	0	0	0	0	0	0	0	0
619	Anschlag auf  Moschee in Jemen	6	0	0	0	2	0	0	0	0
620	Jemens Präsident beendet Exil	2	0	1	0	0	0	0	0	0
621	Der vergessene Krieg	1	0	0	0	1	0	0	0	0
622	Blutige Schlacht mit Ansage	2	1	1	0	0	0	0	0	0
623	Der Tod kommt aus dem Exil	0	0	0	0	1	0	0	1	0
624	Die Opfer sind zumeist Zivilisten	2	0	0	0	1	0	0	0	0
625	Einstürzende Lehmbauten	0	0	0	0	0	0	0	1	0
626	Saudi-Arabien bereitet Sturm auf Sanaa vor	1	1	0	1	0	0	0	0	0
627	Wie Jemen im Bombenhagel zerfällt	1	0	2	0	0	0	0	0	0
629	Waffenruhe in Jemen	0	0	1	0	0	2	0	0	0
630	Jemen kritisiert US-Einsätze	1	0	0	0	0	0	0	0	0
631	Jemen entzieht USA Erlaubnis für Anti-Terror-Einsätze am Boden	3	0	1	0	2	0	0	0	0
632	Neuer US-Angriff in Jemen	6	0	0	0	0	0	0	0	0
633	Rauchwolken über Riad	2	0	1	0	0	0	0	0	0
634	Streit um Jemen-Sanktionen	0	0	0	0	1	0	0	0	0
635	Deutsche Waffen in Jemen	0	2	0	0	0	0	0	0	0
636	Jemeniten auf der Flucht	0	0	1	0	0	0	3	0	0
638	Aufmarsch  in Aden	1	1	0	0	0	0	0	0	0
639	Mehr als 100 000 Cholera-Verdachtsfälle in Jemen	0	0	0	0	0	6	0	0	0
640	Jemen: 100000 Cholera-Fälle	1	0	1	0	0	3	0	0	0
641	Zivilisten in Jemen getötet	3	0	0	0	0	0	0	0	0
642	Entsetzen über  Tote in Jemen	3	0	0	0	0	0	0	0	0
643	Opfer Kind	1	0	0	0	0	0	0	0	0
644	Jemen: Muss sich die Welt endlich einmischen?	0	1	0	0	0	0	0	0	0
645	Die Welt muss den Saudis in den Arm fallen	0	0	0	0	1	0	0	0	0
646	UN verurteilen Angriff auf Schulbus	4	0	0	0	0	0	0	0	0
647	Schulbus gerät  in Luftangriff	5	0	0	0	0	0	0	0	0
648	Dutzende Kinder sterben  bei Luftangriff in Jemen	2	0	0	0	0	0	0	0	0
649	43 Tote bei Angriff auf Schulbus in Jemen	5	0	0	0	0	0	0	0	0
650	Die Welt schaut weg	1	0	0	0	0	1	0	0	0
651	Saudi-Arabien stoppt Öltransporte im Roten Meer	0	1	0	0	0	0	0	0	0
652	Angst vor der Hafenschlacht	1	0	0	0	0	0	0	0	0
653	Die zweite  Front	2	1	0	0	0	0	0	0	0
654	Militärkoalition bombardiert Präsidentenpalast im Jemen	6	0	0	0	0	0	0	0	0
655	45Zivilisten in Jemen getötet	3	0	1	0	0	0	0	0	1
656	Sudanesen in Jemen getötet	3	0	0	0	0	0	0	0	0
657	Milliarden-Hilfe für Jemen	2	0	1	0	0	0	0	2	0
658	Milliarden-Hilfe  für Jemen	2	0	1	0	0	0	0	1	0
659	Soldaten in Jemen getötet	2	1	0	0	0	0	0	0	0
660	Drohnen-Tod durch deutsche Motoren	1	0	0	0	0	0	0	0	0
661	Luftschläge statt Loopings	1	0	0	0	0	0	0	0	0
662	Drohnen-Tod dank deutschen Motoren	1	0	0	0	0	0	0	0	0
663	Markt in Jemen bombardiert	1	0	0	0	0	0	0	0	1
664	Zum Warten gezwungen	0	0	0	0	0	1	0	0	0
665	Leben in Ruinen	1	1	0	0	1	0	0	0	0
666	Lieferziel: Krieg	0	1	0	0	0	0	0	0	1
667	Um Jahre zurückgebombt	1	0	0	0	0	0	0	0	0
668	Huthi-Rebellen stimmen UN-Friedensgesprächen zu	1	0	2	0	0	0	0	0	0
669	Kein Wasser	2	0	1	0	1	0	0	0	0
670	Neue Kämpfe in Jemen	4	0	1	0	0	0	0	0	0
671	Nach Waffenruhe neue Kämpfe in Jemen	1	0	2	0	0	1	0	0	0
672	Huthi-Rebellen akzeptieren Waffenruhe	0	0	1	0	0	0	0	0	0
673	Waffenruhe in Jemen geplant	0	0	2	0	0	0	0	1	0
674	Ein Mandat zum Einmarsch	1	1	1	0	0	0	0	0	0
675	Jemen hofft auf Waffenruhe	0	0	2	0	0	0	0	0	0
676	Chance in letzter Minute	0	0	1	0	0	0	0	0	0
677	Tote bei Luftangriff in Jemen	3	0	0	0	0	0	0	0	0
678	Waffenruhe in Jemen	0	0	2	0	0	0	0	0	0
679	UN verkünden dreitägige Waffenruhe für Jemen	1	1	2	0	1	0	0	0	0
680	Saudische Militärkoalition gibt Angriff auf Trauerfeier im Jemen mit 140 Toten zu	2	0	0	0	0	0	0	0	0
681	USA greifen in Jemen ein	1	1	0	0	0	0	0	0	0
682	Der Krieg frisst sich fort	2	0	1	0	0	0	0	0	0
